t,x,y,z
15.979,-8.83,0.85,-2.53
15.996,-9.57,0.73,-2.69
16.013,-9.48,0.68,-2.69
16.035,-8.81,0.63,-2.59
16.057,-8.68,0.55,-2.58
16.088,-7.4,0.35,-2.39
16.122,-6.74,0.08,-2.32
16.162,-5.67,-0.23,-2.2
16.196,-6.31,-0.3,-2.35
16.231,-5.65,-0.57,-2.3
16.268,-5.18,-0.94,-2.3
16.302,-5.38,-1.07,-2.37
16.332,-6.03,-0.8,-2.47
16.369,-4.37,-1.62,-2.34
16.399,-5.42,-1.38,-2.49
16.430,-5.11,-1.6,-2.49
16.448,-7.01,-0.93,-2.69
16.492,-2.67,-2.96,-2.33
16.527,-4.04,-2.34,-2.48
16.562,-3.78,-2.76,-2.5
16.589,-5.04,-2.02,-2.61
16.619,-4.64,-2.26,-2.61
16.651,-3.74,-3.14,-2.58
16.669,-6.12,-1.8,-2.74
16.704,-3.58,-3.44,-2.6
16.738,-3.17,-3.53,-2.59
16.770,-3.69,-3.42,-2.64
16.801,-3.75,-3.5,-2.67
16.827,-4.41,-3.26,-2.72
16.858,-3.66,-3.73,-2.69
16.886,-4.05,-3.63,-2.72
16.926,-2.29,-4.96,-2.65
16.966,-2.3,-5.12,-2.66
17.004,-2.57,-5.12,-2.69
17.029,-2.94,-4.74,-2.71
17.081,-2.41,-5.5,-2.7
17.119,-2.61,-5.52,-2.71
17.160,-2.36,-5.82,-2.7
17.202,-2.39,-6.33,-2.7
17.246,-2.51,-6.04,-2.7
17.281,-3.57,-5.09,-2.74
17.299,-5.05,-3.78,-2.8
17.332,-3.71,-5.55,-2.73
17.367,-3.76,-5.19,-2.71
17.411,-2.97,-6.71,-2.65
17.453,-3.51,-6.02,-2.67
17.487,-4.17,-5.21,-2.7
17.539,-3.13,-6.94,-2.6
17.582,-3.83,-6.6,-2.63
17.609,-5.01,-4.38,-2.73
17.633,-5.1,-4.89,-2.74
17.650,-5.54,-3.57,-2.77
17.683,-4.81,-5.67,-2.68
17.707,-5.31,-4.31,-2.72
17.734,-5.22,-4.96,-2.71
17.752,-5.76,-4.15,-2.79
17.783,-5.05,-5.08,-2.65
17.819,-5.36,-4.96,-2.69
17.835,-5.58,-4.29,-2.72
17.872,-5.32,-5.59,-2.65
17.903,-5.54,-4.9,-2.68
17.938,-5.55,-4.87,-2.67
17.980,-5.57,-5.42,-2.64
18.004,-5.82,-4.87,-2.72
18.036,-5.84,-4.83,-2.72
18.072,-5.86,-5.38,-2.69
18.105,-5.93,-4.78,-2.72
18.150,-5.96,-5.17,-2.69
18.197,-6.09,-5.78,-2.7
18.242,-6.17,-5.8,-2.73
18.274,-6.13,-4.72,-2.78
18.306,-6.15,-4.71,-2.79
18.350,-6.19,-5.04,-2.78
18.382,-6.27,-5.41,-2.81
18.434,-6.26,-5.45,-2.81
18.476,-6.22,-5.13,-2.83
18.507,-6.16,-4.73,-2.84
18.539,-6.15,-4.78,-2.85
18.578,-6.17,-5.19,-2.86
18.618,-6.13,-5.22,-2.87
18.660,-6.05,-5.16,-2.88
18.702,-6.23,-6.09,-2.89
18.744,-5.93,-5.22,-2.9
18.775,-5.96,-5.0,-2.88
18.806,-5.92,-5.02,-2.89
18.837,-5.88,-5.05,-2.89
18.893,-5.79,-6.46,-2.94
18.936,-5.61,-5.46,-2.92
18.979,-5.53,-5.54,-2.92
19.014,-6.48,-6.75,-2.88
19.039,-4.91,-3.98,-2.92
19.074,-5.75,-6.07,-2.92
19.108,-5.41,-5.26,-2.92
19.126,-5.72,-5.65,-2.91
19.184,-5.34,-6.48,-2.96
19.218,-5.24,-5.38,-2.93
19.246,-5.58,-5.74,-2.92
19.276,-5.44,-5.68,-2.93
19.321,-4.96,-5.91,-2.97
19.365,-5.4,-6.9,-2.97
19.413,-5.15,-6.79,-2.99
19.447,-5.11,-5.72,-2.95
19.497,-5.01,-6.79,-3.01
19.533,-5.52,-6.62,-2.97
19.581,-4.69,-6.03,-3.01
19.613,-5.17,-5.87,-2.97
19.622,-7.85,-8.87,-2.89
19.693,-3.31,-4.97,-3.1
19.728,-5.19,-5.88,-2.99
19.754,-5.77,-6.32,-2.96
19.770,-5.37,-5.09,-2.92
19.789,-5.63,-5.74,-2.94
19.805,-5.9,-5.95,-2.93
19.830,-5.34,-5.49,-2.96
19.851,-5.6,-5.7,-2.95
19.876,-5.98,-6.38,-2.97
19.906,-6.02,-6.39,-2.97
19.932,-5.05,-5.17,-3.0
19.948,-6.01,-5.98,-2.94
19.987,-5.87,-6.43,-3.03
19.987,-5.75,-5.14,-2.87
20.040,-6.07,-6.73,-3.08
20.082,-7.38,-7.82,-3.0
20.121,-4.39,-4.27,-3.13
20.148,-6.26,-6.08,-3.0
20.182,-6.65,-6.48,-3.02
20.215,-6.02,-5.58,-3.02
20.250,-5.9,-5.31,-3.03
20.270,-6.13,-5.54,-2.96
20.301,-6.27,-5.54,-3.01
20.325,-6.73,-6.02,-2.98
20.354,-6.51,-5.59,-3.0
20.384,-6.57,-5.54,-3.0
20.410,-5.93,-4.8,-2.99
20.441,-6.53,-5.23,-3.01
20.466,-6.92,-5.67,-2.98
20.507,-6.97,-5.13,-3.04
20.551,-6.78,-4.55,-3.06
20.582,-7.7,-5.76,-3.0
20.616,-6.65,-4.42,-3.02
20.655,-7.59,-5.12,-3.02
20.693,-7.39,-4.51,-3.03
20.733,-7.93,-5.18,-3.01
20.769,-6.39,-3.0,-3.05
20.809,-7.56,-4.0,-3.03
20.851,-8.37,-4.24,-3.04
20.880,-6.6,-3.73,-2.99
20.915,-8.07,-4.25,-3.01
20.961,-7.48,-2.93,-3.05
20.981,-7.89,-4.63,-2.98
21.017,-7.36,-3.45,-3.01
21.049,-7.45,-3.5,-3.01
21.091,-7.87,-2.94,-3.04
21.132,-8.03,-3.04,-3.03
21.176,-8.78,-3.0,-3.05
21.216,-8.13,-2.81,-3.03
21.260,-7.9,-2.24,-3.05
21.285,-8.1,-3.71,-2.99
21.319,-7.53,-2.62,-3.02
21.362,-9.04,-2.74,-3.04
21.405,-8.0,-2.04,-3.04
21.445,-8.22,-2.3,-3.04
21.483,-8.35,-2.44,-3.03
21.515,-7.71,-2.5,-3.01
21.539,-6.91,-2.35,-3.0
21.581,-8.29,-2.29,-3.02
21.603,-8.4,-3.39,-2.98
21.640,-6.13,-0.97,-3.02
21.673,-8.19,-2.58,-3.01
21.710,-7.12,-1.85,-3.02
21.746,-8.29,-2.53,-3.01
21.778,-7.38,-2.3,-3.0
21.806,-7.81,-2.79,-2.99
21.841,-7.07,-2.04,-3.0
21.877,-8.07,-2.59,-3.0
21.916,-7.66,-2.23,-3.01
21.953,-7.97,-2.62,-3.0
21.992,-7.55,-2.26,-3.0
22.022,-7.18,-2.53,-2.99
22.057,-7.01,-2.43,-2.99
22.088,-7.18,-2.67,-2.98
22.123,-7.79,-2.84,-2.98
22.153,-7.16,-2.81,-2.98
22.182,-7.24,-2.91,-2.97
22.202,-7.1,-3.08,-2.96
22.221,-6.09,-2.65,-2.96
22.246,-7.56,-3.29,-2.97
22.279,-6.73,-2.73,-2.98
22.300,-6.79,-2.99,-2.96
22.330,-6.9,-2.97,-2.97
22.356,-7.33,-3.24,-2.97
22.386,-6.81,-3.0,-2.97
22.404,-7.0,-3.24,-2.96
22.428,-6.47,-2.96,-2.97
22.453,-7.31,-3.4,-2.97
22.473,-6.82,-3.2,-2.96
22.494,-6.68,-3.13,-2.96
22.512,-7.13,-3.43,-2.96
22.536,-6.11,-2.91,-2.97
22.555,-6.83,-3.29,-2.96
22.572,-7.09,-3.43,-2.96
