t,rd,pd,yd,r,p,y
11.832,0.0,0.0,0.0,-0.04,0.01,-0.0
11.861,0.0,0.0,0.0,-0.05,0.01,-0.0
11.89,0.0,0.0,0.0,-0.05,0.0,-0.0
11.916,0.0,0.0,0.0,-0.05,0.0,-0.0
11.952,0.0,0.0,0.0,-0.06,0.0,-0.0
11.987,0.0,0.0,0.0,-0.06,-0.0,-0.0
12.02,0.0,0.0,0.0,-0.06,-0.0,-0.0
12.054,0.0,0.0,0.0,-0.07,-0.0,-0.0
12.097,0.0,0.0,0.0,-0.07,-0.01,-0.0
12.124,0.0,0.0,0.0,-0.07,-0.01,-0.0
12.158,0.0,0.0,0.0,-0.07,-0.01,-0.0
12.196,0.0,0.0,0.0,-0.08,-0.01,-0.0
12.229,0.0,0.0,0.0,-0.08,-0.01,-0.0
12.256,0.0,0.0,0.0,-0.08,-0.02,-0.0
12.291,0.0,0.0,0.0,-0.08,-0.02,-0.0
12.322,0.0,0.0,0.0,-0.08,-0.02,-0.0
12.357,0.0,0.0,0.0,-0.09,-0.02,-0.0
12.393,0.0,0.0,0.0,-0.09,-0.02,-0.0
12.427,0.0,0.0,0.0,-0.09,-0.02,-0.0
12.462,0.0,0.0,0.0,-0.09,-0.03,-0.0
12.494,0.0,0.0,0.0,-0.09,-0.03,-0.0
12.527,0.0,0.0,0.0,-0.09,-0.03,-0.0
12.563,0.0,0.0,0.0,-0.09,-0.03,-0.0
12.597,0.0,0.0,0.0,-0.09,-0.03,-0.0
12.632,0.0,0.0,0.0,-0.09,-0.03,-0.0
12.66,0.0,0.0,0.0,-0.09,-0.03,-0.0
12.688,0.0,0.0,0.0,-0.09,-0.03,-0.0
12.718,0.0,0.0,0.0,-0.08,-0.03,-0.0
12.752,0.0,0.0,0.0,-0.08,-0.03,-0.0
12.78,0.0,0.0,0.0,-0.08,-0.04,-0.0
12.798,0.0,0.0,0.0,-0.08,-0.04,-0.0
12.812,0.0,0.0,0.0,-0.08,-0.04,-0.0
12.839,0.0,0.0,0.0,-0.08,-0.04,-0.0
12.869,0.0,0.0,0.0,-0.08,-0.04,-0.0
12.901,0.0,0.0,0.0,-0.07,-0.04,-0.0
12.935,0.0,0.0,0.0,-0.07,-0.04,-0.0
12.972,0.0,0.0,0.0,-0.07,-0.04,-0.0
13.002,0.0,0.0,0.0,-0.07,-0.03,-0.0
13.035,0.0,0.0,0.0,-0.06,-0.03,-0.0
13.055,0.0,0.0,0.0,-0.06,-0.03,-0.0
13.095,0.0,0.0,0.0,-0.06,-0.03,-0.0
13.125,0.0,0.0,0.0,-0.05,-0.03,-0.0
13.162,0.0,0.0,0.0,-0.05,-0.03,-0.0
13.204,0.0,0.0,0.0,-0.05,-0.03,-0.0
13.246,0.0,0.0,0.0,-0.04,-0.03,-0.0
13.276,0.0,0.0,0.0,-0.04,-0.03,-0.0
13.301,0.0,0.0,0.0,-0.04,-0.03,-0.0
13.313,0.0,0.0,0.0,-0.04,-0.03,-0.0
13.352,0.0,0.0,0.0,-0.03,-0.03,-0.0
13.38,0.0,0.0,0.0,-0.03,-0.02,-0.0
13.4,0.0,0.0,0.0,-0.03,-0.02,-0.0
13.417,0.0,0.0,0.0,-0.03,-0.02,-0.0
13.453,0.0,0.0,0.0,-0.02,-0.02,-0.0
13.478,0.0,0.0,0.0,-0.02,-0.02,-0.0
13.518,0.0,0.0,0.0,-0.02,-0.02,-0.0
13.55,0.0,0.0,0.0,-0.01,-0.02,-0.0
13.574,0.0,0.0,0.0,-0.01,-0.02,-0.0
13.597,0.0,0.0,0.0,-0.01,-0.01,-0.0
13.623,0.0,0.0,0.0,-0.01,-0.01,-0.0
13.653,0.0,0.0,0.0,-0.0,-0.01,-0.0
13.693999999999999,0.0,0.0,0.0,0.0,-0.01,-0.0
13.73,0.0,0.0,0.0,0.0,-0.01,-0.0
13.761,0.0,0.0,0.0,0.0,-0.01,-0.0
13.794,0.0,0.0,0.0,0.01,-0.0,-0.0
13.828,0.0,0.0,0.0,0.01,-0.0,-0.0
13.866,0.0,0.0,0.0,0.01,-0.0,-0.0
13.907,0.0,0.0,0.0,0.01,0.0,-0.0
13.948,0.0,0.0,0.0,0.02,0.0,-0.0
13.978,0.0,0.0,0.0,0.02,0.0,-0.0
14.019,0.0,0.0,0.0,0.02,0.01,-0.0
14.059,0.0,0.0,0.0,0.02,0.01,-0.0
14.096,0.0,0.0,0.0,0.02,0.01,-0.0
14.128,0.0,0.0,0.0,0.02,0.01,-0.0
14.144,0.0,0.0,0.0,0.02,0.01,-0.0
14.158,0.0,0.0,0.0,0.02,0.01,-0.0
14.173,0.0,0.0,0.0,0.02,0.01,-0.0
14.195,0.0,0.0,0.0,0.02,0.01,-0.0
14.224,0.0,0.0,0.0,0.02,0.01,-0.0
14.253,0.0,0.0,0.0,0.02,0.01,-0.0
14.288,0.0,0.0,0.0,0.02,0.01,-0.0
14.31,0.0,0.0,0.0,0.02,0.01,-0.0
14.337,0.0,0.0,0.0,0.02,0.01,-0.0
