t,rd,pd,yd,r,p,y
12.974,0.0,0.0,0.0,0.02,-0.02,0.0
13.011,0.0,0.0,0.0,0.02,-0.02,0.0
13.054,0.0,0.0,0.0,0.02,-0.03,0.0
13.09,0.0,0.0,0.0,0.01,-0.03,0.0
13.127,0.0,0.0,0.0,0.01,-0.03,0.0
13.168,0.0,0.0,0.0,0.01,-0.03,0.0
13.205,0.0,0.0,0.0,0.0,-0.03,0.0
13.24,0.0,0.0,0.0,0.0,-0.03,0.0
13.284,0.0,0.0,0.0,-0.0,-0.03,0.0
13.327,0.0,0.0,0.0,-0.01,-0.04,0.0
13.368,0.0,0.0,0.0,-0.01,-0.04,0.0
13.414,0.0,0.0,0.0,-0.02,-0.04,0.0
13.447,0.0,0.0,0.0,-0.02,-0.04,0.0
13.485,0.0,0.0,0.0,-0.03,-0.04,0.0
13.519,0.0,0.0,0.0,-0.03,-0.04,0.0
13.561,0.0,0.0,0.0,-0.04,-0.04,0.0
13.607,0.0,0.0,0.0,-0.04,-0.03,0.0
13.649000000000001,0.0,0.0,0.0,-0.05,-0.03,0.0
13.693999999999999,0.0,0.0,0.0,-0.05,-0.03,0.0
13.734,0.0,0.0,0.0,-0.06,-0.03,0.0
13.769,0.0,0.0,0.0,-0.06,-0.03,0.0
13.806000000000001,0.0,0.0,0.0,-0.07,-0.03,0.0
13.835,0.0,0.0,0.0,-0.07,-0.03,0.0
13.864,0.0,0.0,0.0,-0.07,-0.02,0.0
13.899000000000001,0.0,0.0,0.0,-0.07,-0.02,0.0
13.934,0.0,0.0,0.0,-0.08,-0.02,0.0
13.963,0.0,0.0,0.0,-0.08,-0.02,0.0
13.997,0.0,0.0,0.0,-0.08,-0.02,0.0
14.035,0.0,0.0,0.0,-0.08,-0.02,0.0
14.071,0.0,0.0,0.0,-0.08,-0.01,0.0
14.1,0.0,0.0,0.0,-0.09,-0.01,0.0
14.133,0.0,0.0,0.0,-0.09,-0.01,0.0
14.166,0.0,0.0,0.0,-0.09,-0.01,0.0
14.206,0.0,0.0,0.0,-0.09,-0.01,0.0
14.243,0.0,0.0,0.0,-0.09,-0.0,0.0
14.281,0.0,0.0,0.0,-0.09,-0.0,0.0
14.315,0.0,0.0,0.0,-0.09,0.0,0.0
14.349,0.0,0.0,0.0,-0.09,0.0,0.0
14.389,0.0,0.0,0.0,-0.09,0.01,0.0
14.427,0.0,0.0,0.0,-0.09,0.01,0.0
14.467,0.0,0.0,0.0,-0.08,0.01,0.0
14.505,0.0,0.0,0.0,-0.08,0.01,0.0
14.532,0.0,0.0,0.0,-0.08,0.01,0.0
14.572,0.0,0.0,0.0,-0.08,0.02,0.0
14.605,0.0,0.0,0.0,-0.08,0.02,0.0
14.629,0.0,0.0,0.0,-0.07,0.02,0.0
14.653,0.0,0.0,0.0,-0.07,0.02,0.0
14.686,0.0,0.0,0.0,-0.07,0.02,0.0
14.718,0.0,0.0,0.0,-0.07,0.02,0.0
14.747,0.0,0.0,0.0,-0.06,0.02,0.0
14.771,0.0,0.0,0.0,-0.06,0.02,0.0
14.803,0.0,0.0,0.0,-0.06,0.02,0.0
14.832,0.0,0.0,0.0,-0.06,0.02,0.0
14.863,0.0,0.0,0.0,-0.05,0.02,0.0
14.902,0.0,0.0,0.0,-0.05,0.02,0.0
14.939,0.0,0.0,0.0,-0.05,0.02,0.0
14.975999999999999,0.0,0.0,0.0,-0.04,0.02,0.0
15.017,0.0,0.0,0.0,-0.04,0.02,0.0
15.058,0.0,0.0,0.0,-0.03,0.02,0.0
15.099,0.0,0.0,0.0,-0.03,0.02,0.0
15.13,0.0,0.0,0.0,-0.03,0.02,0.0
15.168,0.0,0.0,0.0,-0.02,0.02,0.0
15.206,0.0,0.0,0.0,-0.02,0.02,0.0
15.25,0.0,0.0,0.0,-0.01,0.02,0.0
15.289,0.0,0.0,0.0,-0.01,0.02,0.0
15.325,0.0,0.0,0.0,-0.01,0.02,0.0
15.358,0.0,0.0,0.0,-0.0,0.02,0.0
15.395,0.0,0.0,0.0,-0.0,0.02,0.0
15.432,0.0,0.0,0.0,0.0,0.02,0.0
15.464,0.0,0.0,0.0,0.0,0.02,0.0
15.505,0.0,0.0,0.0,0.01,0.01,0.0
15.557,0.0,0.0,0.0,0.01,0.01,0.0
15.598,0.0,0.0,0.0,0.01,0.01,0.0
15.635,0.0,0.0,0.0,0.01,0.01,0.0
15.672,0.0,0.0,0.0,0.01,0.01,0.0
15.708,0.0,0.0,0.0,0.01,0.01,0.0
15.745,0.0,0.0,0.0,0.02,0.01,0.0
15.768,0.0,0.0,0.0,0.02,0.0,0.0
15.81,0.0,0.0,0.0,0.02,0.0,0.0
15.852,0.0,0.0,0.0,0.02,0.0,0.0
15.89,0.0,0.0,0.0,0.02,-0.0,0.0
15.925,0.0,0.0,0.0,0.02,-0.0,0.0
15.967,0.0,0.0,0.0,0.02,-0.0,0.0
16.006,0.0,0.0,0.0,0.02,-0.01,0.0
16.046,0.0,0.0,0.0,0.02,-0.01,0.0
16.079,0.0,0.0,0.0,0.02,-0.01,0.0
16.118,0.0,0.0,0.0,0.01,-0.01,0.0
16.153,0.0,0.0,0.0,0.01,-0.01,0.0
16.197,0.0,0.0,0.0,0.01,-0.01,0.0
16.239,0.0,0.0,0.0,0.01,-0.01,0.0
16.275,0.0,0.0,0.0,0.01,-0.01,0.0
16.314,0.0,0.0,0.0,0.0,-0.01,0.0
16.343,0.0,0.0,0.0,0.0,-0.01,0.0
16.378,0.0,0.0,0.0,0.0,-0.01,0.0
16.418,0.0,0.0,0.0,-0.0,-0.01,0.0
16.458,0.0,0.0,0.0,-0.0,-0.01,0.0
16.483,0.0,0.0,0.0,-0.01,-0.0,0.0
16.525,0.0,0.0,0.0,-0.01,-0.0,0.0
16.566,0.0,0.0,0.0,-0.01,-0.0,0.0
16.603,0.0,0.0,0.0,-0.01,-0.0,0.0
16.639,0.0,0.0,0.0,-0.02,0.0,0.0
16.668,0.0,0.0,0.0,-0.02,0.0,0.0
16.688,0.0,0.0,0.0,-0.02,0.0,0.0
16.718,0.0,0.0,0.0,-0.02,0.0,0.0
16.758,0.0,0.0,0.0,-0.02,0.0,0.0
16.8,0.0,0.0,0.0,-0.03,0.01,0.0
16.85,0.0,0.0,0.0,-0.03,0.01,0.0
16.898,0.0,0.0,0.0,-0.03,0.01,0.0
16.943,0.0,0.0,0.0,-0.03,0.01,0.0
16.983,0.0,0.0,0.0,-0.03,0.02,0.0
17.027,0.0,0.0,0.0,-0.04,0.02,0.0
17.059,0.0,0.0,0.0,-0.04,0.02,0.0
17.101,0.0,0.0,0.0,-0.04,0.02,0.0
17.145,0.0,0.0,0.0,-0.04,0.02,0.0
17.184,0.0,0.0,0.0,-0.04,0.02,0.0
17.219,0.0,0.0,0.0,-0.04,0.03,0.0
17.251,0.0,0.0,0.0,-0.04,0.03,0.0
17.297,0.0,0.0,0.0,-0.04,0.03,0.0
17.341,0.0,0.0,0.0,-0.04,0.03,0.0
17.382,0.0,0.0,0.0,-0.04,0.03,0.0
17.426,0.0,0.0,0.0,-0.04,0.03,0.0
17.462,0.0,0.0,0.0,-0.03,0.03,0.0
17.504,0.0,0.0,0.0,-0.03,0.03,0.0
17.536,0.0,0.0,0.0,-0.03,0.03,0.0
17.576999999999998,0.0,0.0,0.0,-0.03,0.03,0.0
17.623,0.0,0.0,0.0,-0.03,0.03,0.0
17.666,0.0,0.0,0.0,-0.03,0.03,0.0
17.713,0.0,0.0,0.0,-0.02,0.03,0.0
17.757,0.0,0.0,0.0,-0.02,0.03,0.0
17.805,0.0,0.0,0.0,-0.02,0.03,0.0
17.844,0.0,0.0,0.0,-0.01,0.03,0.0
17.886,0.0,0.0,0.0,-0.01,0.03,0.0
17.927,0.0,0.0,0.0,-0.01,0.03,0.0
17.977,0.0,0.0,0.0,-0.01,0.03,0.0
18.02,0.0,0.0,0.0,-0.0,0.02,0.0
18.064,0.0,0.0,0.0,0.0,0.02,0.0
18.103,0.0,0.0,0.0,0.0,0.02,0.0
18.142,0.0,0.0,0.0,0.0,0.02,0.0
18.177,0.0,0.0,0.0,0.01,0.02,0.0
18.219,0.0,0.0,0.0,0.01,0.01,0.0
